vid,VKE lsit,GPT isVisual Label,GPT + Keywords isVisual Label
,"Visual Key Event 22(non-visual): The speaker concludes the video, mentioning that the girls will receive additional gifts from family and friends.",F,F
mfKDaFM2Btk.txt
,"Visual Key Event 1(non-visual): The speaker describes their morning routine, including stretching and drinking tea, and discusses changes in their eating habits.",F,F
,"Visual Key Event 2(visual): The speaker prepares breakfast, which includes eggs on sourdough with leftover meat from the previous night.",T,T
,Visual Key Event 3(visual): The speaker shows how they prepare for the next day by soaking rice and oats.,T,T
,Visual Key Event 4(visual): The speaker serves breakfast and prepares a piece of toast with butter and strawberry jam for later.,T,T
,"Visual Key Event 5(visual): The speaker prepares dinner in a crock pot, using meat and various spices.",T,T
,Visual Key Event 6(non-visual): The speaker discusses the importance of eating grass-fed meat and the potential health risks of consuming meat with hormones and antibiotics.,F,F
,Visual Key Event 7(visual): The speaker picks wild raspberries for a snack.,T,T
,"Visual Key Event 8(visual): The speaker prepares oats for lunch, adding various ingredients including coconut butter and peanut butter.",T,T
,"Visual Key Event 9(non-visual): The speaker discusses their beverage choices throughout the day, including tea and infused water.",F,F
,Visual Key Event 10(non-visual): The speaker discusses the importance of eating nutrient-rich foods and their journey to understanding their body's needs.,F,F
,"Visual Key Event 11(non-visual): The speaker discusses the negative effects of intermittent fasting, especially for those trying to get pregnant.",F,F
,"Visual Key Event 12(visual): The speaker prepares a smoothie with various ingredients, including fruits, vegetables, and raw liver.",T,T
,Visual Key Event 13(visual): The speaker collects bee pollen to add to their smoothie.,T,T
,"Visual Key Event 14(visual): The speaker prepares dinner, which includes rice with fresh herbs and meat from the crock pot.",T,T
,Visual Key Event 15(visual): The speaker shows their organized towel drawer.,T,T
,Visual Key Event 16(visual): The speaker ends the day with a dessert of black bean brownies and raw cream.,T,T
s-lSUi9LFlI.txt
,"Visual Key Event 1(non-visual): Nev introduces herself and the decks she will be using for the weekly reading, including the Gita deck, the Druid Animal Oracle deck, and the Crystal Visions Tarot deck.",F,F
,"Visual Key Event 2(visual): Nev shows the Gita deck and explains that it contains verses from the Bhagavad Gita, which she uses as themes for the week.",T,T
,"Visual Key Event 3(visual): Nev reveals the Gita deck card for the week, ""God's Reciprocation"", and discusses its meaning.",T,T
,"Visual Key Event 4(visual): Nev lays out three tarot cards to represent the general flow of the week: the Three of Swords, the Knight of Cups, and Death.",T,T
,"Visual Key Event 5(visual): Nev interprets the Three of Swords card as representing heartache, betrayal, and disappointment.",T,T
,Visual Key Event 6(visual): Nev interprets the Knight of Cups card as representing a positive figure who comes to the rescue.,T,T
,Visual Key Event 7(visual): Nev interprets the Death card as representing the end of disappointment and a turn for the better.,T,T
HiULplVM2nk.txt
,Visual Key Event 1(non-visual): The vlogger introduces herself and mentions that she just woke up and is in her bathrobe.,F,F
,Visual Key Event 2(non-visual): The vlogger talks about the current situation of the world being in lockdown due to a virus and how her routine has changed.,F,F
,"Visual Key Event 3(visual): The vlogger's son interrupts her, and she goes to change his diaper.",T,F
,"Visual Key Event 4(non-visual): The vlogger talks about how she's been spending her time, including playing with blocks with her son and drinking coffee.",F,F
,Visual Key Event 5(non-visual): The vlogger discusses her decision to start vlogging again and how she's been spending her time at home.,F,F
,Visual Key Event 6(visual): The vlogger and her son are watching Frozen and eating Frosted Flakes.,T,T
,Visual Key Event 7(non-visual): The vlogger talks about her day and hopes the viewers will enjoy her vlog.,F,F
,Visual Key Event 8(visual): The vlogger shows the viewers her messy house.,T,T
,Visual Key Event 9(visual): The vlogger shows the viewers her Easter decor in the entryway of her house.,T,T
,Visual Key Event 10(non-visual): The vlogger talks about her plans for Easter and how she might have to order some stuff online due to the lockdown.,F,F
,Visual Key Event 11(non-visual): The vlogger talks about how she needs to get herself together and how she's been enjoying her slow mornings.,F,F
,Visual Key Event 12(visual): The vlogger and her son are playing with a soccer ball.,T,T
,Visual Key Event 13(visual): The vlogger lets her son run around in the backyard while she drinks her coffee.,T,T
,Visual Key Event 14(non-visual): The vlogger talks about how she walked to her parents' house and then put her son down for a nap.,F,F
,Visual Key Event 15(visual): The vlogger shows the viewers the chili she made for dinner.,T,T
,Visual Key Event 16(non-visual): The vlogger talks about how she made the chili and how it's already done for dinner.,F,F
,Visual Key Event 17(non-visual): The vlogger talks about how she's been relaxing during her son's nap and watching TV or YouTube.,F,F
,Visual Key Event 18(non-visual): The vlogger talks about how she usually cleans at night and how she's been trying to enjoy her time with her son.,F,F
,Visual Key Event 19(non-visual): The vlogger talks about how her son napped until 4:30 and how they're now relaxing outside.,F,F
,Visual Key Event 20(non-visual): The vlogger ends her vlog and says goodbye to the viewers.,F,F
SXqqDnZDK0U.txt
,Visual Key Event 1(non-visual): John Siwash introduces the topic of managing Google Classroom notifications to avoid being overwhelmed.,F,F
,Visual Key Event 2(visual): John opens Google Classroom on his web browser and explains that notification settings can be adjusted on both web and mobile versions.,T,T
,Visual Key Event 3(visual): John navigates to the settings menu in Google Classroom and explains the function of the master switch for notifications.,T,T
,Visual Key Event 4(visual): John explains how to selectively adjust notification settings for different types of activity in Google Classroom.,T,F
,"Visual Key Event 5(visual): John recommends disabling notifications for comments on posts, but leaving on notifications for mentions and private comments.",T,T
,Visual Key Event 6(non-visual): John emphasizes the importance of responding quickly to private comments from students.,F,F
,Visual Key Event 7(visual): John discusses the default notification settings for students and recommends leaving most of them on.,T,F
,Visual Key Event 8(non-visual): John advises teachers to set a specific due time for assignments to avoid late-night notifications for students.,F,F
,"Visual Key Event 9(visual): John recommends disabling notifications for late submissions and resubmissions, and discusses how to handle late work.",T,T
,"Visual Key Event 10(non-visual): John discusses the last two notification settings, which are infrequent and can be left on.",F,F
,Visual Key Event 11(visual): John explains how co-teachers and administrators can disable notifications for specific classes they are observing or supporting.,T,F
,"Visual Key Event 12(non-visual): John reminds viewers to adjust notification settings on both their mobile devices and web browsers, and concludes the tutorial.",F,F
GqJctGBHPSY.txt
,"Visual Key Event 1(non-visual): The speaker introduces herself and her companion, Stevo, and they prepare to explore a local casino called the Greens Gaming and Dining.",F,F
,"Visual Key Event 2(visual): They enter the casino, noting its food offerings and expressing uncertainty about what to expect.",T,T
,"Visual Key Event 3(visual): They explore the casino, noting the availability of penny games and the presence of a seemingly unoccupied restaurant.",T,T
,Visual Key Event 4(visual): The speaker tries out a new game called spin poker and finds it interesting.,T,T
,"Visual Key Event 5(visual): The speaker continues to explore the casino, noting the bar area and the gaming options available there.",T,T
